0.93 -7.34591e-07 1.53179e-05 -2.33141e-06 3.30088e-05 -0.802854 0.606278 -0.602638 -0.790443 -0.39488 5.3452 -0.423807 -0.0320811 34.7496 0.027528 -0.00076464 0.0295998 
0.945 -7.70104e-07 1.5817e-05 -2.40412e-06 3.35326e-05 -0.811805 0.594354 -0.590746 -0.799285 -0.401237 5.34471 -0.423768 -0.0326018 34.7496 0.027972 -0.000777073 0.0295998 
0.96 -8.06714e-07 1.63239e-05 -2.47781e-06 3.40558e-05 -0.820577 0.582299 -0.578726 -0.807948 -0.407593 5.34422 -0.423729 -0.0331225 34.7496 0.0284159 -0.000789506 0.0295998 
0.975 -8.44438e-07 1.68387e-05 -2.55246e-06 3.45785e-05 -0.829167 0.570116 -0.566581 -0.816432 -0.413949 5.34372 -0.423689 -0.0336431 34.7496 0.0288599 -0.000801939 0.0295998 
0.99 -8.83288e-07 1.73613e-05 -2.62808e-06 3.51005e-05 -0.837574 0.557806 -0.554313 -0.824733 -0.420304 5.34321 -0.423648 -0.0341637 34.7496 0.0293039 -0.000814372 0.0295998 
1.005 -9.2328e-07 1.78917e-05 -2.70464e-06 3.5622e-05 -0.845796 0.545374 -0.541924 -0.83285 -0.426658 5.34269 -0.423607 -0.0346842 34.7496 0.0297479 -0.000826806 0.0295998 
1.02 -9.64428e-07 1.84299e-05 -2.78215e-06 3.61428e-05 -0.853832 0.532821 -0.529419 -0.840783 -0.433012 5.34217 -0.423565 -0.0352047 34.7496 0.0301919 -0.000839239 0.0295997 
1.035 -1.00674e-06 1.8976e-05 -2.8606e-06 3.66631e-05 -0.861679 0.52015 -0.516799 -0.848528 -0.439365 5.34164 -0.423523 -0.0357252 34.7496 0.0306359 -0.000851672 0.0295997 
1.05 -1.05025e-06 1.95298e-05 -2.93997e-06 3.71828e-05 -0.869336 0.507365 -0.504067 -0.856085 -0.445718 5.3411 -0.423479 -0.0362456 34.7495 0.0310799 -0.000864105 0.0295997 
1.065 -1.09494e-06 2.00915e-05 -3.02026e-06 3.77018e-05 -0.876801 0.494468 -0.491226 -0.863451 -0.45207 5.34055 -0.423436 -0.0367659 34.7495 0.0315239 -0.000876539 0.0295997 
1.08 -1.14085e-06 2.06609e-05 -3.10146e-06 3.82202e-05 -0.884073 0.481461 -0.478279 -0.870626 -0.458421 5.33999 -0.423391 -0.0372862 34.7495 0.0319679 -0.000888972 0.0295997 
1.095 -1.18799e-06 2.12381e-05 -3.18356e-06 3.8738e-05 -0.891149 0.468349 -0.465228 -0.877607 -0.464771 5.33943 -0.423346 -0.0378064 34.7495 0.0324119 -0.000901405 0.0295997 
1.11 -1.23636e-06 2.1823e-05 -3.26655e-06 3.92551e-05 -0.89803 0.455133 -0.452077 -0.884394 -0.471121 5.33886 -0.423301 -0.0383266 34.7495 0.0328559 -0.000913838 0.0295997 
1.125 -1.28598e-06 2.24157e-05 -3.35043e-06 3.97716e-05 -0.904712 0.441817 -0.438828 -0.890985 -0.47747 5.33828 -0.423255 -0.0388468 34.7495 0.0332999 -0.000926272 0.0295997 
1.14 -1.33687e-06 2.30162e-05 -3.43518e-06 4.02875e-05 -0.911194 0.428404 -0.425485 -0.897379 -0.483819 5.33769 -0.423208 -0.0393669 34.7495 0.0337439 -0.000938705 0.0295997 
1.155 -1.38904e-06 2.36243e-05 -3.5208e-06 4.08027e-05 -0.917476 0.414896 -0.412049 -0.903574 -0.490167 5.3371 -0.42316 -0.0398869 34.7495 0.0341879 -0.000951138 0.0295997 
